fn,label,pa_data_js,pa_affiche_bouton,cost_data_js,cost_affiche_bouton,statut,cause_probable,ligne_data_js
corrompre_rdv_notaire,Accélérer le rendez-vous (corruption),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2694
payer_versement_chantier,Payer le versement du chantier,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2694
corrompre_chantier,Accélérer le chantier (corruption),2,0,1500,1500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2694
voler_materiel_chantier,Voler du matériel de chantier,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2694
diviser_construction,Diviser / gérer les lots,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2694
louer_lot_ici,Louer un lot ici,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2694
gerer_lot_loue,Gérer mon local loué,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2694
emprunter_construction,Faire un prêt (Banque Nationale),0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2694
racheter_terrain,Offre de rachat,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2694
appeler_police_terrain,Appeler la police,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2699
faire_disparaitre_cadavre,Faire disparaitre le corps,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2699
negocier_squatteurs,Negocier le depart,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2699
signer_compromis,Signer un compromis,2,0,1000,1000,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2699
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2700
acheter_terrain,Acheter ce terrain,2,0,25000,25000,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2700
construire_sur_terrain,Construire,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2700
corrompre_rdv_notaire,Accélérer le rendez-vous (corruption),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2700
payer_versement_chantier,Payer le versement du chantier,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2700
corrompre_chantier,Accélérer le chantier (corruption),2,0,1500,1500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2700
voler_materiel_chantier,Voler du matériel de chantier,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2700
diviser_construction,Diviser / gérer les lots,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2700
louer_lot_ici,Louer un lot ici,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2700
gerer_lot_loue,Gérer mon local loué,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2700
emprunter_construction,Faire un prêt (Banque Nationale),0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2700
racheter_terrain,Offre de rachat,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2700
appeler_police_terrain,Appeler la police,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2718
faire_disparaitre_cadavre,Faire disparaitre le corps,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2719
negocier_squatteurs,Negocier le depart,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2720
donner_argent_pnj,Donner de l\,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2721
signer_compromis,Signer un compromis,2,0,1000,1000,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2722
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2723
acheter_terrain,Acheter ce terrain (2150 m² — 25 800 FR),2,0,25800,25800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2724
construire_sur_terrain,Construire,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2725
corrompre_rdv_notaire,Accélérer le rendez-vous (corruption),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2725
payer_versement_chantier,Payer le versement du chantier,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2725
corrompre_chantier,Accélérer le chantier (corruption),2,0,1500,1500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2725
voler_materiel_chantier,Voler du matériel de chantier,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2725
diviser_construction,Diviser / gérer les lots,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2725
louer_lot_ici,Louer un lot ici,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2725
gerer_lot_loue,Gérer mon local loué,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2725
emprunter_construction,Faire un prêt (Banque Nationale),0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2726
racheter_terrain,Offre de rachat,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2727
postuler,Postuler a un poste,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2752
gerer_finances,Gerer les finances locales,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2753
corrompre_fonct,Corrompre un employ,2,0,200,200,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2754
demander_naturalisation,Demander la naturalisation,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2755
demander_mariage,Demander en mariage,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2756
officialiser_mariage,Officialiser un mariage,2,0,200,200,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2757
consulter_indices_locaux,Consulter les caisses communales,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2758
fixer_impots_locaux,Fixer les impôts locaux,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2771
repartition_budget_local,Répartir le budget municipal,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2772
campagne_securite,Lancer une campagne de securite,2,0,500,500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2773
nommer_commissaire,Nommer un commissaire,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2774
revoquer_commissaire,Revoquer le commissaire,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2775
gerer_candidature_maire_adjoint,Gérer les candidatures au Maire Adjoint,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2776
traiter_demandes_permis,Traiter les demandes de permis,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2787
acte_officiel_mairie,Delivrer un acte officiel,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2788
financer_communal,Financer un batiment communal,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2789
gerer_candidature_directeur_entrepot,,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2790
nommer_directeur_entrepot,Nommer un directeur d\,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2791
revoquer_directeur_entrepot,,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2792
se_nourrir,Se nourrir,0,0,20,20,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2814
reserver_chambre_hotel,Réserver une chambre d\,0,0,60,60,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2815
dormir_chambre,Dormir,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2825
louer_local,Louer cette arrière-salle (120 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2848
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2849
se_nourrir,Boire et manger,0,0,15,15,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2861
ecouter_rumeurs,Ecouter,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2862
contrebande,Contacter reseau,2,0,100,100,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2863
recruter_informateur_3,Recruter un informateur (Niv.3),1,0,700,700,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2864
recruter_info_3,Recruter informateur N3,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2865
consulter_info_3,Consulter informateur N3,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2866
mobiliser,Mobiliser les membres,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2888
greve,Lancer une greve,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2889
acheter_entreprise,Racheter l\,3,0,8000,8000,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2911
se_nourrir,Se nourrir,0,0,15,15,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2933
dormir,Dormir,0,0,40,40,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2934
gerer_finances,Gerer mon compte,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2956
emprunter,Emprunter,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2957
soins_basiques,Soins basiques (gratuit),0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2979
plainte_police,Porter plainte,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3001
plainte,Consulter les affaires,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3025
defense,Se defendre,2,0,300,300,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3026
rendre_sentence,Rendre la sentence,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3027
imprimer_tracts,Faire imprimer des tracts,2,0,150,150,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3051
imprimer_livre,Faire imprimer un livre,3,0,500,500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3052
imprimer_clandestin,Impression clandestine,2,0,300,300,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3053
imprimer_tracts_sportifs,Imprimer des tracts pour un match,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3054
acheter_terrain,Acheter ce terrain,2,0,3500,3500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3282
deposer_demande_permis,Déposer une demande de permis,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3283
corrompre_fonctionnaire_permis,Corrompre un fonctionnaire (accélérer),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3284
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3285
acheter_terrain,Acheter ce terrain,2,0,3500,3500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3305
deposer_demande_permis,Déposer une demande de permis,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3306
corrompre_fonctionnaire_permis,Corrompre un fonctionnaire (accélérer),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3307
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3308
acheter_terrain,Acheter ce terrain,2,0,3500,3500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3328
deposer_demande_permis,Déposer une demande de permis,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3329
corrompre_fonctionnaire_permis,Corrompre un fonctionnaire (accélérer),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3330
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3331
acheter_terrain,Acheter ce terrain,2,0,3500,3500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3351
deposer_demande_permis,Déposer une demande de permis,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3352
corrompre_fonctionnaire_permis,Corrompre un fonctionnaire (accélérer),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3353
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3354
acheter_terrain,Acheter ce terrain (2300 m² — 27 600 FR),2,0,27600,27600,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3375
deposer_demande_permis,Déposer une demande de permis,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3376
corrompre_fonctionnaire_permis,Corrompre un fonctionnaire (accélérer),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3377
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3378
acheter_terrain,Acheter ce terrain (2300 m² — 27 600 FR),2,0,27600,27600,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3399
deposer_demande_permis,Déposer une demande de permis,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3400
corrompre_fonctionnaire_permis,Corrompre un fonctionnaire (accélérer),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3401
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3402
nommer_lieutenant,Nommer un Lieutenant,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3427
affecter_engage,Affecter un engagé à une section,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3428
engager_officier,S\,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3429
demettre_lieutenant,Démettre un Lieutenant,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3430
se_presenter_affectation,Se présenter à mon affectation,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3431
stage_caserne,Stage à la Caserne,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3432
nommer_capitaine,Nommer un Capitaine,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3445
traiter_engagements,Traiter les engagements,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3446
recherche_militaire,Lancer une recherche sur l\,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3447
recruter_section,Recompléter une section,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3448
gerer_detachement,Gérer mon détachement,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3449
assigner_mission,Attribuer une mission,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3450
voir_ma_section,Voir ma section,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3451
entrainer_section,Entrainer la section,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3452
equiper_section,Equiper les soldats ici,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3453
remonter_renseignement,Faire remonter un renseignement,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3454
inspecter_troupes,Inspecter les troupes,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3455
gerer_budget_caserne,Gérer le budget militaire,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3456
acheter_arme_militaire,Obtenir equipement militaire,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3469
acheter_bombe_mil,Obtenir des explosifs,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3470
acheter_bombe_illegale,Subtiliser des explosifs,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3471
consulter_faits_armes,Consulter les faits d\,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3483
recruter_etud,Recruter pour un groupe,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3496
consulter_personnalites_musee,Consulter les personnalités,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3668
consulter_personnalites_musee,Consulter les personnalités,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3678
consulter_personnalites_musee,Consulter les personnalités,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3689
consulter_personnalites_musee,Consulter les personnalités,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3700
consulter_personnalites_musee,Consulter les personnalités,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3711
consulter_personnalites_musee,Consulter les personnalités,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3731
consulter_personnalites_musee,Consulter les personnalités,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3751
demander_audience_ambassadeur,Demander audience à l\,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3825
demander_asile_politique,Demander l\,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3826
reserver_salle_reception,Réserver la Salle de Réception,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3827
relations_bilaterales,Consulter les relations bilatérales,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",3844
corrompre_homologue_local,Corrompre un homologue local,2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",3845
