fn;label;batiment;salle;poste_requis;taux_reel_pct;palier_propose;palier_canon_pct;categorie;methode_obtention;statut_audit;description
gerer_lot_loue;Gérer mon local loué;Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Voir/accepter les propositions du propriétaire concernant votre lot loué ici.
emprunter_construction;Faire un prêt (Banque Nationale);Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
racheter_terrain;Offre de rachat;Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
presentation_office_notarial;Se renseigner sur les services;Office Notarial;Accueil;(aucun);100;Automatique;100;Lieu;generic-fallback;A verifier (Lieu 85%);Ventes de terrain, successions, contrats de mariage, archives — presentation des services du notaire.
redaction_testament;Rediger un testament;Office Notarial;Bureau des Successions;(aucun);100;Automatique;100;Lieu;generic-fallback;A verifier (Lieu 85%);Designer un heritier de son choix, plutot que la devolution par defaut.
consulter_succession;Consulter une succession;Office Notarial;Bureau des Successions;(aucun);100;Automatique;100;Lieu;generic-fallback;A verifier (Lieu 85%);Verifier qui a herite de qui, et de quoi.
acte_vente_terrain;Officialiser une vente de terrain;Office Notarial;Bureau des Contrats;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Le notaire authentifie la transaction. Acte de propriete delivre.
transferer_compromis;Transférer un compromis;Office Notarial;Bureau des Contrats;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Céder votre compromis en cours à un autre joueur, qui devra venir valider.
valider_transfert_compromis;Valider un compromis reçu;Office Notarial;Bureau des Contrats;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Accepter un compromis qu'un autre joueur vous a proposé de reprendre.
contrat_mariage;Negocier un contrat de mariage;Office Notarial;Bureau des Contrats;(aucun);100;Automatique;100;Rencontre;generic-fallback;OK;Choisir le regime matrimonial (communaute, separation de biens) plutot que la copropriete par defaut.
demander_divorce;Demander le divorce;Office Notarial;Bureau des Contrats;(aucun);100;Automatique;100;Rencontre;doOrder-custom-handler;OK;Dissout votre mariage actuel. Votre conjoint en sera informé par mail.
consulter_archives_notariales;Consulter les archives notariales;Office Notarial;Archives Notariales;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Historique complet et permanent des biens, mariages et successions. Recherche par nom de personnage.
observer_match;Consulter le calendrier et le classement;Stade;Terrain;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Calendrier complet de la saison, resultats, et classement du championnat.
regarder_live;Regarder le live;Stade;Terrain;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Suivre le deroule minute par minute du match de votre choix parmi la derniere journee jouee.
prendre_licence_sportive;Prendre sa licence sportive;Stade;Vestiaires;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Seule condition pour s'entrainer ou jouer. 300 FR.
tenue_entrainement;;Stade;Vestiaires;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);S'entrainer (Defense/Technique/Endurance). Maximum 2 par jour. Risque de blessure legere.
tenue_match;Mettre la tenue de match;Stade;Vestiaires;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Repartir librement ses points de performance avant le prochain match.
conseil_entraineur_adjoint;;Stade;Vestiaires;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Ce qu'il vous manque pour integrer les quinze, et sur quelle qualite se concentrer.
consommer_buvette;Prendre un verre;Stade;Buvette;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Un moment convivial entre supporters. Leger gain de popularite.
choisir_accessoire_club;Acheter un accessoire;Stade;Buvette;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Echarpe, casquette ou maillot du club — a choisir.
acheter_accessoire_personnalise;Acheter un accessoire personnalisé;Stade;Buvette;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Personnalisation (nom, numero) — reserve aux comptes premium. Bientot disponible.
parier_match;Parier sur un match;Stade;Guichet de Paris;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Consultation gratuite -- vous choisirez ensuite votre mise (100 FR minimum).
consulter_classement_joueurs_club;Connaître le classement des joueurs du club;Stade;Guichet de Paris;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Classement complet des joueurs licencies de CE club. Deplacement necessaire pour consulter un club adverse.
rejoindre_club_supporters;Rejoindre le club de supporters;Stade;Siege des Supporters;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Adherer au club de supporters de la ville (150 FR/saison).
consulter_palmares;Consulter le palmares du club;Stade;Siege des Supporters;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Historique complet et permanent : resultats de chaque championnat, articles de presse marquants. Rien ne s'efface jamais ici.
consulter_organigramme_supporters;Consulter l'organigramme;Stade;Siege des Supporters;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Composition complete du club de supporters, visible de tous.
declencher_election_club;Déclencher une élection;Stade;Siege des Supporters;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reserve aux membres. 3 jours de candidatures puis 3 jours de vote.
organiser_manifestation;Organiser une manifestation;Stade;Siege des Supporters;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reserve au president. Pour ou contre le maire. Intensite liee au nombre de membres.
organiser_boycott;Organiser un boycott;Stade;Siege des Supporters;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reserve au president. Boycotte le prochain match a domicile.
distribuer_tracts_match;Distribuer des tracts avant le match;Stade;Siege des Supporters;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reserve aux candidats declares. Efficacite liee a la frequentation et au classement du club.
postuler_president_club;Postuler au poste de président;Stade;Bureau du Président;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Vote a 3 (chef supporters, maire, capitaine). 48h, silence = accord.
consulter_bureau_president;Consulter le bureau;Stade;Bureau du Président;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);President actuel, election en cours, voter si concerne.
proposer_transfert;Proposer un transfert;Stade;Bureau du Président;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reserve au president. Debaucher un joueur d'un autre club.
gerer_offres_transfert;Gérer les offres reçues;Stade;Bureau du Président;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reserve au president. Accepter, refuser ou contre-offrir.
sponsoriser_club;Sponsoriser le club;Stade;Bureau du Président;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Associer votre nom au club en echange d'un soutien financier. Trois paliers.
consulter_budget_club;Consulter le budget du club;Stade;Bureau du Président;(aucun);100;Automatique;100;Autres;doOrder-custom-handler;OK;Caisse et dernieres operations financieres du club.
gerer_salaires_club;Gérer les salaires des joueurs;Stade;Bureau du Président;(aucun);100;Automatique;100;Autres;doOrder-custom-handler;OK;Reserve au president. Forfait titulaire/remplacant, prime de victoire.
demander_audience_ambassadeur;Demander audience à l'ambassadeur;Quartier des Ambassades;Accueil du Quartier des Ambassades;(aucun);70;Standard;70;Lieu;doOrder-custom-handler;OK;Tenter de rencontrer un ambassadeur present.
demander_asile_politique;Demander l'asile politique;Quartier des Ambassades;Accueil du Quartier des Ambassades;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Deposer une demande d'asile politique aupres de cette ambassade.
reserver_salle_reception;Réserver la Salle de Réception;Quartier des Ambassades;Accueil du Quartier des Ambassades;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reserver la salle pour aujourd'hui (reserve aux ambassadeurs en poste ici).
relations_bilaterales;Consulter les relations bilatérales;Quartier des Ambassades;Ambassade d'Al-Khalija;ambassadeur_local;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Etat des relations avec Al-Khalija.
corrompre_homologue_local;Corrompre un homologue local;Quartier des Ambassades;Ambassade d'Al-Khalija;ambassadeur_local;65;Standard;70;Fonction;doOrder-custom-handler;Bruit calibration (±5%);Obtenir une faveur, au risque d'un scandale.
organiser_reception_diplomatique;Organiser une réception diplomatique;Quartier des Ambassades;Ambassade d'Al-Khalija;ambassadeur_local;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Reserver la Salle de Reception commune.
financer_oeuvre_culturelle;Financer une œuvre culturelle;Quartier des Ambassades;Ambassade d'Al-Khalija;ambassadeur_local;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Soft power local.
relations_bilaterales;Consulter les relations bilatérales;Quartier des Ambassades;Ambassade de Sovarka;ambassadeur_local;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Etat des relations avec Sovarka.
corrompre_homologue_local;Corrompre un homologue local;Quartier des Ambassades;Ambassade de Sovarka;ambassadeur_local;65;Standard;70;Fonction;doOrder-custom-handler;Bruit calibration (±5%);Obtenir une faveur, au risque d'un scandale.
organiser_reception_diplomatique;Organiser une réception diplomatique;Quartier des Ambassades;Ambassade de Sovarka;ambassadeur_local;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Reserver la Salle de Reception commune.
financer_oeuvre_culturelle;Financer une œuvre culturelle;Quartier des Ambassades;Ambassade de Sovarka;ambassadeur_local;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Soft power local.
relations_bilaterales;Consulter les relations bilatérales;Quartier des Ambassades;Ambassade d'El Estado;ambassadeur_local;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Etat des relations avec El Estado.
corrompre_homologue_local;Corrompre un homologue local;Quartier des Ambassades;Ambassade d'El Estado;ambassadeur_local;65;Standard;70;Fonction;doOrder-custom-handler;Bruit calibration (±5%);Obtenir une faveur, au risque d'un scandale.
organiser_reception_diplomatique;Organiser une réception diplomatique;Quartier des Ambassades;Ambassade d'El Estado;ambassadeur_local;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Reserver la Salle de Reception commune.
financer_oeuvre_culturelle;Financer une œuvre culturelle;Quartier des Ambassades;Ambassade d'El Estado;ambassadeur_local;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Soft power local.
consulter_personnalites_musee;Consulter les personnalités;Musée National de Republia;Salle d'Honneur Militaire Nationale;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Voir les figures marquantes de cette salle.
consulter_personnalites_musee;Consulter les personnalités;Musée National de Republia;Salle des Personnalités Politiques;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Voir les figures marquantes de cette salle.
consulter_personnalites_musee;Consulter les personnalités;Musée National de Republia;Salle des Personnalités Civiles et Intellectuelles;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Voir les figures marquantes de cette salle.
consulter_personnalites_musee;Consulter les personnalités;Musée National de Republia;Salle des Responsables d'Organisations Syndicales ou Religieuses;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Voir les figures marquantes de cette salle.
consulter_personnalites_musee;Consulter les personnalités;Musée National de Republia;Salle des Artistes et Sportifs;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Voir les figures marquantes de cette salle.
consulter_personnalites_musee;Consulter les personnalités;Musée National de Republia;Salle des Grandes Réussites Économiques;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Voir les figures marquantes de cette salle.
consulter_personnalites_musee;Consulter les personnalités;Musée National de Republia;Salle des Plus Grands Criminels du Pays;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Voir les figures marquantes de cette salle.
acheter_ressources_entrepot;Acheter des ressources;Entrepôt Logistique;Salle des Ventes;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Choisir les ressources et quantités à acheter, selon le stock et le prix du moment.
nommer_directeur_entrepot;Nommer un directeur;Entrepôt Logistique;Bureau de Direction;maire;100;Automatique;100;Fonction;doOrder-custom-handler;OK;
fixer_prix_achat_entrepot;;Entrepôt Logistique;Bureau de Direction;directeur_entrepot;100;Automatique;100;Fonction;doOrder-custom-handler;OK;
vente_directe_usine;Vente directe;Usine Pharmaceutique;Salle des Ventes;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Acheter la production locale, disponible en quantité limitée.
nommer_directeur_pharma;Nommer un directeur;Usine Pharmaceutique;Bureau de Direction;min_fin;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Nommer un PJ directeur de l'Usine Pharmaceutique. Poste exclusif (sauf député).
fixer_prix_vente_directe;Fixer les prix de vente;Usine Pharmaceutique;Bureau de Direction;directeur_pharma;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Fixer le prix de chaque produit vendu en vente directe, dans la fourchette autorisée (±40% du prix de base).
fixer_repartition_production;Répartir la production;Usine Pharmaceutique;Bureau de Direction;directeur_pharma;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Choisir la part de la production quotidienne envoyée aux entrepôts publics (le reste part en vente directe sur place).
